audio_path,audio_filename.wav,subtitle,text_for_tts,original_english
\voice\strategy\just_ahead_of,4.wav,gerade vor,gerade vor,just in front of
\voice\strategy\just_ahead_of,5.wav,gerade vor sich,gerade vor sich,just ahead of
\voice\strategy\just_ahead_of,6.wav,direkt vor,direkt vor,right in front of
\voice\strategy\just_ahead_of,7.wav,direkt vor,direkt vor,right ahead of
\voice\strategy\just_behind,1.wav,gerade hinter,gerade hinter,just behind
\voice\strategy\just_behind,2.wav,direkt hinter,direkt hinter,right behind
\voice\strategy\just_behind,3.wav,unmittelbar hinter,unmittelbar hinter,immediately behind
\voice\strategy\just_behind,4.wav,gerade hinter,gerade hinter,just behind
\voice\strategy\just_behind,5.wav,direkt hinter,direkt hinter,right behind
\voice\strategy\just_behind,6.wav,direkt hinter,direkt hinter,right behind
\voice\strategy\just_behind,7.wav,gerade hinter,gerade hinter,just behind
\voice\strategy\just_behind,8.wav,unmittelbar hinter,unmittelbar hinter,immediately behind
\voice\strategy\set_benchmark_laptime_first,1.wav,wir müssen erst einmal eine annehmbare Runde fahren,wir müssen erst einmal eine annehmbare Runde fahren,we need to set a decent lap first
\voice\strategy\set_benchmark_laptime_first,2.wav,wir müssen zuerst eine Bechtleitzahl festlegen,wir müssen zuerst eine Bechtleitzahl festlegen,we need to set a benchmark lap time first
\voice\strategy\set_benchmark_laptime_first,3.wav,Wir müssen zuerst einige Rundenzeiten einstellen,Wir müssen zuerst einige Rundenzeiten einstellen,we need to set some laptimes first
\voice\strategy\we_are_sharing_our_pit_box_with,1.wav,wir teilen unsere Box mit,wir teilen unsere Box mit,we are sharing our pit box with
\voice\strategy\we_are_sharing_our_pit_box_with,2.wav,wir teilen unsere Box mit,wir teilen unsere Box mit,we are sharing our pit box with
\voice\strategy\we_are_sharing_our_pit_box_with,3.wav,wir teilen unsere Box mit,wir teilen unsere Box mit,we are sharing our pit box with
\voice\strategy\we_are_sharing_our_pit_box_with,4.wav,wir teilen unsere Box mit,wir teilen unsere Box mit,we are sharing our pit box with
\voice\strategy\we_are_sharing_our_pit_box_with,5.wav,wir teilen unsere Box mit,wir teilen unsere Box mit,we are sharing our pit box with
\voice\strategy\we_are_sharing_our_pit_box_with,6.wav,wir teilen unsere Box mit,wir teilen unsere Box mit,we are sharing our pit box with
\voice\strategy\we_should_emerge_in_position,1.wav,wir sollten in Position kommen,wir sollten in Position kommen,we should come out into position
\voice\strategy\we_should_emerge_in_position,2.wav,"Wenn wir die Boxen verlassen, werden wir in P sein.","Wenn wir die Boxen verlassen, werden wir in P sein.",when we exit the pits we'll be in P
\voice\strategy\we_should_emerge_in_position,3.wav,"wenn wir die Boxen verlassen, denken wir, dass wir in P sein werden","wenn wir die Boxen verlassen, denken wir, dass wir in P sein werden",when we leave the pits we think we'll be in P
\voice\strategy\we_should_emerge_in_position,4.wav,"Wenn wir die Boxen verlassen, sollten wir in P sein","Wenn wir die Boxen verlassen, sollten wir in P sein",when we exit the pits we should be in P
\voice\strategy\we_should_emerge_in_position,5.wav,"Wenn wir die Boxen verlassen, sollten wir in Position sein","Wenn wir die Boxen verlassen, sollten wir in Position sein",when we exit the pits we should be in position
\voice\strategy\we_should_emerge_in_position,6.wav,"wir erwarten, die Boxen in Position zu verlassen","wir erwarten, die Boxen in Position zu verlassen",we expect to exit the pits in position
\voice\strategy\we_should_emerge_in_position,7.wav,am Ausgang sollten wir die Position haben,am Ausgang sollten wir die Position haben,on exit we should be in position
\voice\strategy\will_calculate_time_loss_from_next_lap,1.wav,wir berechnen deinen Zeitverlust aus deinem nächsten Fluggang,wir berechnen deinen Zeitverlust aus deinem nächsten Fluggang,we'll calculate your time loss from your next flying lap
\voice\strategy\will_calculate_time_loss_from_next_lap,2.wav,wir werden die Zeitaufholchance basierend auf deinem nächsten Fluggeschwindigkeitsgang berechnen,wir werden die Zeitaufholchance basierend auf deinem nächsten Fluggeschwindigkeitsgang berechnen,we'll calculate the time loss based on your next flying lap
\voice\strategy\will_calculate_time_loss_from_next_lap,3.wav,wir werden die Zeitverlust basierend auf deinem nächsten Fluggang berechnen,wir werden die Zeitverlust basierend auf deinem nächsten Fluggang berechnen,we'll work out the time loss based on your next flying lap
\voice\timings\ahead_is_increasing,1.wav,"voraus ist zunehmend, es ist jetzt","voraus ist zunehmend, es ist jetzt","ahead is increasing, it's now"
\voice\timings\ahead_is_increasing,2.wav,"voraus ist zunehmend, es ist jetzt","voraus ist zunehmend, es ist jetzt","ahead is increasing, it's now"
\voice\timings\ahead_is_increasing,3.wav,"voraus ist zunehmend, es ist jetzt","voraus ist zunehmend, es ist jetzt","ahead is increasing, it's now"
\voice\timings\ahead_is_now,1.wav,vorne ist jetzt,vorne ist jetzt,ahead is now
\voice\timings\ahead_is_now,2.wav,vorne ist jetzt,vorne ist jetzt,ahead is now
\voice\timings\ahead_is_now,3.wav,vorne ist jetzt,vorne ist jetzt,in front is now
\voice\timings\behind_is_increasing,1.wav,"der Abstand vergrößert sich, es ist jetzt","der Abstand vergrößert sich, es ist jetzt","behind is increasing, it's now"
\voice\timings\behind_is_increasing,2.wav,"der Abstand vergrößert sich, es ist jetzt","der Abstand vergrößert sich, es ist jetzt","behind is increasing, it's now"
\voice\timings\behind_is_increasing,3.wav,"der Abstand vergrößert sich, es ist jetzt","der Abstand vergrößert sich, es ist jetzt","behind is increasing, it's now"
\voice\timings\behind_is_now,1.wav,hinten ist jetzt,hinten ist jetzt,behind is now
\voice\timings\behind_is_now,2.wav,hinten ist jetzt,hinten ist jetzt,behind is now
\voice\timings\behind_is_now,3.wav,hinten ist jetzt,hinten ist jetzt,behind is now
\voice\timings\being_held_up,1.wav,"bleib unter Druck, zwing einen Fehler","bleib unter Druck, zwing einen Fehler","keep putting the pressure on, force a mistake"
\voice\timings\being_held_up,10_male.wav,"Los, wir müssen vor diesem Kerl sein","Los, wir müssen vor diesem Kerl sein","come on, we need to be in front of this guy"
\voice\timings\being_held_up,11_male.wav,wir müssen vor diesem Typen fahren,wir müssen vor diesem Typen fahren,we need to be in front of this guy
\voice\timings\being_held_up,13_male.wav,"komm schon, überhole ihn endlich","komm schon, überhole ihn endlich","come on, pass him already"
\voice\timings\being_held_up,14_male.wav,"Du verlierst hier Zeit, Mann, wir müssen an ihm vorbei.","Du verlierst hier Zeit, Mann, wir müssen an ihm vorbei.","you're losing time here, man, we need to pass him"
\voice\timings\being_held_up,15_male.wav,"es muss hier eine Chance geben, bleib ihm auf den Fersen","es muss hier eine Chance geben, bleib ihm auf den Fersen","there's gotta be a chance here, keep harrying him"
\voice\timings\being_held_up,16.wav,"warte nicht zu lange, finde diese Lücke","warte nicht zu lange, finde diese Lücke","don't wait too long, find that gap"
\voice\timings\being_held_up,1_op_prefix_ok_male.wav,"bleibt unter Druck, er wird einen Fehler machen","bleibt unter Druck, er wird einen Fehler machen","keep piling on the pressure, he'll make a mistake"
\voice\timings\being_held_up,2.wav,wir müssen wirklich vor diesem Auto sein,wir müssen wirklich vor diesem Auto sein,we really need to be in front of this car
\voice\timings\being_held_up,20.wav,"weiter suchen, du wirst eine Lücke finden","weiter suchen, du wirst eine Lücke finden","keep searching, you'll find a gap"
\voice\timings\being_held_up,21_male.wav,"bleib dicht dran, warte bis er zusammenbricht","bleib dicht dran, warte bis er zusammenbricht","stay close, wait for him to crack"
\voice\timings\being_held_up,22_male.wav,"bleib an ihm dran, da wird eine Chance sein","bleib an ihm dran, da wird eine Chance sein","stay on him, there'll be a chance"
\voice\timings\being_held_up,23_male.wav,"bleib dicht dran, lass uns sehen ob wir ihn aus dem konzept bringen","bleib dicht dran, lass uns sehen ob wir ihn aus dem konzept bringen","stay close, see if we can unsettle him"
\voice\timings\being_held_up,24.wav,"in Ordnung, Kumpel, pass auf einen Fehler auf","in Ordnung, Kumpel, pass auf einen Fehler auf","okay, mate, watch for a mistake"
\voice\timings\being_held_up,25_male.wav,"Dränge ihn weiter, hier gibt es eine Chance","Dränge ihn weiter, hier gibt es eine Chance","keep pushing him, there'll be a chance here"
\voice\timings\being_held_up,26.wav,"komm schon, finde einen Weg drum herum, wir verlieren Zeit","komm schon, finde einen Weg drum herum, wir verlieren Zeit","come on, find a way around, we're losing time"
\voice\timings\being_held_up,27_male.wav,"du verschwendest Zeit hinter diesem Typen, reiß dich zusammen und überhole ihn","du verschwendest Zeit hinter diesem Typen, reiß dich zusammen und überhole ihn","you're wasting time behind this guy, get your elbows out and get around him"
\voice\timings\being_held_up,28.wav,"komm schon, finde eine Lücke","komm schon, finde eine Lücke","come on, find a gap"
\voice\timings\being_held_up,29_male.wav,"Den Druck aufrechterhalten, gib ihm keine Atempause","Den Druck aufrechterhalten, gib ihm keine Atempause","keep the pressure on, don't give him a break"
\voice\timings\being_held_up,2_op_prefix_ok_male.wav,"bleib dicht dran, warte darauf, dass er einen Fehler macht","bleib dicht dran, warte darauf, dass er einen Fehler macht","stay close, wait for him to make a mistake"
\voice\timings\being_held_up,3.wav,"bleib in der Nähe, hier könnte eine Chance bestehen","bleib in der Nähe, hier könnte eine Chance bestehen","stay close, there might be a chance here"
\voice\timings\being_held_up,30_male.wav,"Den Druck aufrechterhalten, gib ihm keine Atempause","Den Druck aufrechterhalten, gib ihm keine Atempause","keep the pressure on, don't give him any respite"
\voice\timings\being_held_up,31_male.wav,"komm schon, schlag ihn endlich","komm schon, schlag ihn endlich","come on, nail him already"
\voice\timings\being_held_up,32_male.wav,"in Ordnung, Kumpel, wir denken wirklich, du solltest diesen Typen überholen","in Ordnung, Kumpel, wir denken wirklich, du solltest diesen Typen überholen","okay, mate, we really think you should pass this guy"
\voice\timings\being_held_up,33_male.wav,"komm schon, Mann, gib gas","komm schon, Mann, gib gas","come on, man, send it already"
\voice\timings\being_held_up,35.wav,"Du wirst es einfach drauf ankommen lassen müssen, Kumpel","Du wirst es einfach drauf ankommen lassen müssen, Kumpel","you're just gonna have to send it, mate"
\voice\timings\being_held_up,3_male.wav,"bleib an ihm dran, halte ihn unter Druck","bleib an ihm dran, halte ihn unter Druck","stick with him, keep him under pressure"
\voice\timings\being_held_up,4.wav,"bleib in der Nähe, hier könnte eine Chance auftauchen","bleib in der Nähe, hier könnte eine Chance auftauchen","stay close, there might be a chance here"
\voice\timings\being_held_up,4_male.wav,"komm schon, bleib dran, zwing ihn zu einem Fehler","komm schon, bleib dran, zwing ihn zu einem Fehler","come on, keep pressing him, force that mistake"
\voice\timings\being_held_up,5.wav,"bleib dicht dran, halte den Druck auf","bleib dicht dran, halte den Druck auf","stay close, keep the pressure on"
\voice\timings\being_held_up,6.wav,"komm schon, wirf es einfach hin","komm schon, wirf es einfach hin","come on, just send it"
\voice\timings\being_held_up,7.wav,"wir verschwenden hier viel Zeit, reißt die Ellenbogen raus und drängel dich durch","wir verschwenden hier viel Zeit, reißt die Ellenbogen raus und drängel dich durch","we're wasting a lot of time here, get your elbows out and force the pass"
\voice\timings\being_held_up,8_male.wav,"halte ihn im Visier, zwing ihn zum Fehler","halte ihn im Visier, zwing ihn zum Fehler","keep him in your sights, force the mistake"
\voice\timings\being_held_up,9.wav,bleib dicht,bleib dicht,stay close
\voice\timings\being_held_up,sweary_12.wav,"geh den Bastard vorbei, komm schon, mach es jetzt","geh den Bastard vorbei, komm schon, mach es jetzt","pass the bastard, come on, do it now"
\voice\timings\being_held_up,sweary_17.wav,"komm schon, wir können diesen Teufel haben","komm schon, wir können diesen Teufel haben","come on, we can have this bastard"
\voice\timings\being_held_up,sweary_34.wav,"komm schon, wirf einfach alles rein","komm schon, wirf einfach alles rein","come on, just fucking send it"
\voice\timings\being_held_up,sweary_6.wav,"komm schon, nimm diesen Kerl","komm schon, nimm diesen Kerl","come on, nail this fucker"
\voice\timings\being_held_up,sweary_7_op_prefix_ok.wav,"Dieser Bastard hält dich auf, du musst einen Weg finden, an ihm vorbeizukommen","Dieser Bastard hält dich auf, du musst einen Weg finden, an ihm vorbeizukommen","this bastard's holding you up, you've gotta find a way past"
\voice\timings\being_held_up,sweary_8.wav,"das reicht, los jetzt, gib Gas","das reicht, los jetzt, gib Gas","that's enough dicking about, come on, send it"
\voice\timings\being_held_up,sweary_8_op_prefix_ok.wav,"du musst diesen Idioten überholen, du verlierst zu viel Zeit","du musst diesen Idioten überholen, du verlierst zu viel Zeit","you need to pass this twat, you're losing too much time"
\voice\timings\being_held_up,sweary_9_male.wav,"komm schon, hör auf herumzualbern, verdammt nochmal überhole ihn","komm schon, hör auf herumzualbern, verdammt nochmal überhole ihn","come on, stop fannying about, fucking pass him"
\voice\timings\being_pressured,1.wav,"nutze den gesamten Platz, zwing sie dazu, die Lücke zu finden","nutze den gesamten Platz, zwing sie dazu, die Lücke zu finden","use all the track, force them to find the gap"
\voice\timings\being_pressured,10_male.wav,"verteidige deine Position, lass ihn nicht durch","verteidige deine Position, lass ihn nicht durch","defend your position, don't let him through"
\voice\timings\being_pressured,11_male.wav,"lass dich nicht einschüchtern, bleib ihm auf der Spur","lass dich nicht einschüchtern, bleib ihm auf der Spur","don't be intimidated, keep him behind you"
\voice\timings\being_pressured,13.wav,"lass dich nicht ablenken, verteidige deine Position","lass dich nicht ablenken, verteidige deine Position","don't be distracted, defend your position"
\voice\timings\being_pressured,14.wav,"lass uns sehen, wie breit du das machen kannst","lass uns sehen, wie breit du das machen kannst",let's see how wide you can make this thing
\voice\timings\being_pressured,16.wav,"Zeit, sich zu verteidigen, Kumpel","Zeit, sich zu verteidigen, Kumpel","time to get defensive, mate"
\voice\timings\being_pressured,17_male.wav,"lass ihn die ganze Arbeit machen, konzentriere dich auf deine Ausfahrten","lass ihn die ganze Arbeit machen, konzentriere dich auf deine Ausfahrten","make him do all the work, focus on your exits"
\voice\timings\being_pressured,18_male.wav,"ignoriere ihn einfach, er wird verschwinden","ignoriere ihn einfach, er wird verschwinden","just ignore him, he'll go away"
\voice\timings\being_pressured,19_male.wav,"den gesamten Rennstrecken nutzen, zwing ihn, die Lücke zu finden","den gesamten Rennstrecken nutzen, zwing ihn, die Lücke zu finden","use all the track, force him to find the gap"
\voice\timings\being_pressured,1_op_prefix_ok.wav,"bleibe ruhig, halt es flüssig, keine Fehler","bleibe ruhig, halt es flüssig, keine Fehler","hold your nerve, just keep it smooth, no mistakes"
\voice\timings\being_pressured,2.wav,"bleib am plan, lass dich nicht einschüchtern","bleib am plan, lass dich nicht einschüchtern","stick to the plan, don't be intimidated"
\voice\timings\being_pressured,20.wav,"langsam rein, schnell raus, behalte die innere Spur im Auge","langsam rein, schnell raus, behalte die innere Spur im Auge","slow in, fast out, keep the inside line covered"
\voice\timings\being_pressured,2_male.wav,"Er ist dir dicht auf den Fersen, halte deine Ausfahrgeschwindigkeiten hoch, bleibe ruhig","Er ist dir dicht auf den Fersen, halte deine Ausfahrgeschwindigkeiten hoch, bleibe ruhig","he's all over you, keep your exit speeds up, stay smooth"
\voice\timings\being_pressured,3.wav,"hart verteidigen, lass sie dafür arbeiten","hart verteidigen, lass sie dafür arbeiten","defend hard, make them work for it"
\voice\timings\being_pressured,3_male.wav,"komm schon, mach es ihm nicht zu einfach, lass ihn den langen Weg gehen","komm schon, mach es ihm nicht zu einfach, lass ihn den langen Weg gehen","come on, don't make it easy for him, make him go the long way around"
\voice\timings\being_pressured,4.wav,"bleib unter Druck nicht nachgeben, halte deine Ausfahrgeschwindigkeiten hoch","bleib unter Druck nicht nachgeben, halte deine Ausfahrgeschwindigkeiten hoch","don't be pressured, keep your exit speeds up"
\voice\timings\being_pressured,4_op_prefix_ok_male.wav,Lass dich von diesem Typen nicht ablenken,Lass dich von diesem Typen nicht ablenken,don't let this guy distract you
\voice\timings\being_pressured,5.wav,"bleib cool, lass sie arbeiten","bleib cool, lass sie arbeiten","hold your nerve, make them do the work"
\voice\timings\being_pressured,5_male.wav,Lass dich von diesem Typen nicht einschüchtern,Lass dich von diesem Typen nicht einschüchtern,don't let this guy intimidate you
\voice\timings\being_pressured,sweary_12_male.wav,"dieser Typ versucht, dich abzulenken, lass ihn nicht","dieser Typ versucht, dich abzulenken, lass ihn nicht","this fucker's trying to distract you, don't let him"
\voice\timings\being_pressured,sweary_6_op_prefix_ok_male.wav,"lass dich von diesem kleinen Scheißer nicht einschüchtern, lass ihn dafür arbeiten","lass dich von diesem kleinen Scheißer nicht einschüchtern, lass ihn dafür arbeiten","don't be intimidated by this little shit, make him work for it"
\voice\timings\being_pressured,sweary_7.wav,"halte deine Konzentration, lass den Teufel darum arbeiten","halte deine Konzentration, lass den Teufel darum arbeiten","keep your concentration, make the bastard work for it"
\voice\timings\being_pressured,sweary_8_op_prefix_ok.wav,"ignoriere den Typ im Spiegel, halte deine Linie, nimm die Ausfahrten clean","ignoriere den Typ im Spiegel, halte deine Linie, nimm die Ausfahrten clean","ignore that fucker in the mirror, stick to your line, nail those exits"
\voice\timings\gap_behind_decreasing,1.wav,"der Wagen hinterher ist im Aufholen, der Abstand beträgt jetzt","der Wagen hinterher ist im Aufholen, der Abstand beträgt jetzt","the car behind is catching, the gap's now"
\voice\timings\gap_behind_decreasing,1_male.wav,"der Typ hinterher holt auf, der Abstand ist jetzt","der Typ hinterher holt auf, der Abstand ist jetzt","the guy behind's catching, the gap is now"
\voice\timings\gap_behind_decreasing,2.wav,"der Wagen hinter dir holt auf, der Abstand ist jetzt","der Wagen hinter dir holt auf, der Abstand ist jetzt","the car behind is reeling you in, the gap is now"
\voice\timings\gap_behind_decreasing,2_male.wav,"der Typ hinter dir schließt auf, der Abstand ist jetzt","der Typ hinter dir schließt auf, der Abstand ist jetzt","the guy behind's reeling you in, the gap's now"
\voice\timings\gap_behind_decreasing,3.wav,der Abstand hinterher ist jetzt auf verengt,der Abstand hinterher ist jetzt auf verengt,the gap behind has now decreased to
\voice\timings\gap_behind_increasing,1.wav,"du ziehst ab, der Abstand hinter dir ist jetzt","du ziehst ab, der Abstand hinter dir ist jetzt","you're pulling away, the gap behind is now"
\voice\timings\gap_behind_increasing,2_male.wav,"du ziehst an dem Kerl hinter dir vorbei, der Abstand ist jetzt","du ziehst an dem Kerl hinter dir vorbei, der Abstand ist jetzt","you're pulling away from the guy behind, the gap's now"
\voice\timings\gap_behind_increasing,3.wav,der Abstand hinterher ist auf gestiegen,der Abstand hinterher ist auf gestiegen,the gap behind's increased to
\voice\timings\gap_behind_is_now,1.wav,der Abstand hinterher ist jetzt,der Abstand hinterher ist jetzt,the gap behind is now
\voice\timings\gap_behind_is_now,2.wav,der Abstand hinterher ist jetzt,der Abstand hinterher ist jetzt,the gap behind is now
\voice\timings\gap_behind_is_now,3.wav,der Abstand hinter ist jetzt,der Abstand hinter ist jetzt,the gap behind is now
\voice\timings\gap_in_front_decreasing,1_op_suffix_come_on.wav,"du holst diesen Wagen ein, der Vorsprung ist jetzt","du holst diesen Wagen ein, der Vorsprung ist jetzt","you're reeling this car in, the gap's now"
\voice\timings\gap_in_front_decreasing,1_op_suffix_come_on_male.wav,"du holst auf diesem Typen zu, der Vorsprung beträgt jetzt","du holst auf diesem Typen zu, der Vorsprung beträgt jetzt","you're gaining on this guy, the gap's now"
\voice\timings\gap_in_front_decreasing,2_op_prefix_ok.wav,"du holst auf diesem fahrzeug zu, der abstand ist","du holst auf diesem fahrzeug zu, der abstand ist","you're gaining on this car, the gap is"
\voice\timings\gap_in_front_decreasing,2_op_prefix_ok_male.wav,"du holst diesen Typ ein, der Abstand ist jetzt","du holst diesen Typ ein, der Abstand ist jetzt","you're reeling this guy in, the gap's now"
\voice\timings\gap_in_front_decreasing,3_op_prefix_ok.wav,"du holst auf den Wagen vor dir zu, der Abstand beträgt jetzt","du holst auf den Wagen vor dir zu, der Abstand beträgt jetzt","you're gaining on the car in front, the gap's now"
\voice\timings\gap_in_front_decreasing,3_op_prefix_ok_male.wav,"du holst auf den vor dir fahrenden, der Abstand ist","du holst auf den vor dir fahrenden, der Abstand ist","you're gaining on the guy in front, the gap is"
\voice\timings\gap_in_front_increasing,1.wav,"der Abstand vorne vergrößert sich, der Abstand beträgt jetzt","der Abstand vorne vergrößert sich, der Abstand beträgt jetzt","the gap in front is increasing, the gap is now"
\voice\timings\gap_in_front_increasing,2.wav,"der Abstand vorne ist größer geworden, es beträgt jetzt etwa","der Abstand vorne ist größer geworden, es beträgt jetzt etwa","the gap in front has increased, it's now about"
\voice\timings\gap_in_front_increasing,3.wav,der Vorsprung vorne ist auf gestiegen,der Vorsprung vorne ist auf gestiegen,the gap in front has increased to
\voice\timings\gap_in_front_is_now,1.wav,der Abstand vorne ist jetzt,der Abstand vorne ist jetzt,the gap in front is now
\voice\timings\gap_in_front_is_now,2.wav,der Abstand vorne ist jetzt,der Abstand vorne ist jetzt,the gap in front is now
\voice\timings\gap_in_front_is_now,3.wav,der Vorsprung vorne ist jetzt,der Vorsprung vorne ist jetzt,the gap ahead is now
\voice\timings\he_is_faster_entering_corner,1.wav,sie sind schneller als du beim Einfahren,sie sind schneller als du beim Einfahren,they're quicker than you entering
\voice\timings\he_is_faster_entering_corner,1_male.wav,Er ist schneller als du beim Einfahren,Er ist schneller als du beim Einfahren,he's faster than you entering
\voice\timings\he_is_faster_entering_corner,2.wav,sie sind schneller als wir beim Einfahren,sie sind schneller als wir beim Einfahren,they're quicker than us entering
\voice\timings\he_is_faster_entering_corner,2_male.wav,er ist schneller als du in,er ist schneller als du in,he's quicker than you into
\voice\timings\he_is_faster_entering_corner,3.wav,sie sind schneller als wir in,sie sind schneller als wir in,they're faster than us into
\voice\timings\he_is_faster_entering_corner,3_male.wav,er ist schneller als du los,er ist schneller als du los,he's faster than you into
\voice\timings\he_is_faster_through_corner,1.wav,sie sind schneller als wir durch,sie sind schneller als wir durch,they're quicker than us through
\voice\timings\he_is_faster_through_corner,2.wav,Sie sind schneller als durch,Sie sind schneller als durch,they're faster than use through
\voice\timings\he_is_faster_through_corner,3.wav,sie sind schneller als wir in,sie sind schneller als wir in,they're faster than us in
\voice\timings\he_is_faster_through_corner,4_male.wav,er ist schneller als du durch,er ist schneller als du durch,he's faster than you through
\voice\timings\he_is_faster_through_corner,5_male.wav,er ist schneller als wir durch,er ist schneller als wir durch,he's quicker than us through
\voice\timings\he_is_faster_through_corner,6_male.wav,er ist schneller als wir in,er ist schneller als wir in,he's quicker than us in
\voice\timings\he_is_slower_entering_corner,1.wav,sie sind ziemlich langsam in die,sie sind ziemlich langsam in die,they're pretty slow into
\voice\timings\he_is_slower_entering_corner,1_male.wav,er ist ziemlich langsam in die,er ist ziemlich langsam in die,he's pretty slow into
\voice\timings\he_is_slower_entering_corner,2.wav,sie sind langsamer als wir in,sie sind langsamer als wir in,they're slower than us into
\voice\timings\he_is_slower_entering_corner,2_male.wav,er ist langsamer als wir in,er ist langsamer als wir in,he's slower than us into
\voice\timings\he_is_slower_entering_corner,3.wav,sie sind langsam in die,sie sind langsam in die,they're slow into
\voice\timings\he_is_slower_entering_corner,3_male.wav,er ist langsam in die,er ist langsam in die,he's slow into
\voice\timings\he_is_slower_through_corner,1.wav,sie sind ziemlich langsam durch,sie sind ziemlich langsam durch,they're pretty slow through
\voice\timings\he_is_slower_through_corner,2.wav,sie sind langsamer als wir durch,sie sind langsamer als wir durch,they're slower than us through
\voice\timings\he_is_slower_through_corner,3.wav,sie sind langsam durch,sie sind langsam durch,they're slow through
\voice\timings\he_is_slower_through_corner,4_male.wav,er ist ziemlich langsam durch,er ist ziemlich langsam durch,he's pretty slow through
\voice\timings\he_is_slower_through_corner,5_male.wav,er ist langsamer als wir durch,er ist langsamer als wir durch,he's slower than us through
\voice\timings\he_is_slower_through_corner,6_male.wav,er fährt langsam durch,er fährt langsam durch,he's slow through
\voice\timings\in_the_gap_is_now,1.wav,"auf, der Vorsprung ist jetzt","auf, der Vorsprung ist jetzt","in, the gap is now"
\voice\timings\in_the_gap_is_now,2.wav,"auf, der Vorsprung ist jetzt","auf, der Vorsprung ist jetzt","in, the gap is now"
\voice\timings\in_the_gap_is_now,3.wav,"auf, der Vorsprung ist","auf, der Vorsprung ist","in, the gap is"
\voice\timings\is_reeling_you_in,1.wav,"holen Sie auf, der Vorsprung beträgt jetzt","holen Sie auf, der Vorsprung beträgt jetzt","is reeling you in, the gap's now"
\voice\timings\is_reeling_you_in,10.wav,"schließt die Distanz zu, es ist jetzt","schließt die Distanz zu, es ist jetzt","is closing the gap, it's now"
\voice\timings\is_reeling_you_in,11.wav,"kommt näher, der Vorsprung beträgt jetzt","kommt näher, der Vorsprung beträgt jetzt","is getting closer, the gap's now"
\voice\timings\is_reeling_you_in,2.wav,"schließt auf, der Vorsprung beträgt jetzt","schließt auf, der Vorsprung beträgt jetzt","is gaining on you, the gap's now"
\voice\timings\is_reeling_you_in,3.wav,"holt dich ein, der Vorsprung beträgt nun","holt dich ein, der Vorsprung beträgt nun","is reeling you in, the gap's now"
\voice\timings\is_reeling_you_in,4.wav,"holen Sie auf, der Vorsprung beträgt jetzt","holen Sie auf, der Vorsprung beträgt jetzt","is gaining on you, the gap is now"
\voice\timings\is_reeling_you_in,5.wav,"kommt näher, der Vorsprung ist auf","kommt näher, der Vorsprung ist auf","is getting closer, the gap's come down to"
\voice\timings\is_reeling_you_in,6.wav,"schließt auf, der Abstand ist auf","schließt auf, der Abstand ist auf","is closing you down, the gap has come down to"
\voice\timings\is_reeling_you_in,7.wav,"nähert sich, der Abstand beträgt jetzt","nähert sich, der Abstand beträgt jetzt","is closing in, the gap is now"
\voice\timings\is_reeling_you_in,8.wav,"kommt näher, der Vorsprung beträgt jetzt","kommt näher, der Vorsprung beträgt jetzt","is getting closer, the gap's now"
\voice\timings\is_reeling_you_in,9.wav,"kommt näher, der Vorsprung beträgt jetzt","kommt näher, der Vorsprung beträgt jetzt","is getting closer, the gap is now"
\voice\timings\opponent_ahead_has_bad_reputation,1.wav,Der Fahrer vorne hat eine schlechte Reputation,Der Fahrer vorne hat eine schlechte Reputation,the driver in front's got a bad reputation
\voice\timings\opponent_ahead_has_bad_reputation,1_male.wav,Der Typ vorn hat eine schlechte Reputation,Der Typ vorn hat eine schlechte Reputation,the guy in front's got a bad reputation
\voice\timings\opponent_ahead_has_bad_reputation,2.wav,"Vorsicht hier, der Fahrer vorne hat Erfahrung","Vorsicht hier, der Fahrer vorne hat Erfahrung","take care here, the driver in front's got previous"
\voice\timings\opponent_ahead_has_bad_reputation,2_male.wav,"pass auf, der vor dir ist schon mal dran gewesen","pass auf, der vor dir ist schon mal dran gewesen","take care, the guy in front's got previous"
\voice\timings\opponent_ahead_has_bad_reputation,3.wav,"Vorsicht hier, der Fahrer vor dir ist nicht bekannt dafür, fair zu spielen","Vorsicht hier, der Fahrer vor dir ist nicht bekannt dafür, fair zu spielen","take care here, the driver in front's not know for playing fair"
\voice\timings\opponent_ahead_has_bad_reputation,3_male.wav,"Sei hier vorsichtig, der Typ vor dir ist nicht dafür bekannt, fair zu spielen","Sei hier vorsichtig, der Typ vor dir ist nicht dafür bekannt, fair zu spielen","be careful here, the guy in front's not known for playing fair"
\voice\timings\opponent_ahead_has_bad_reputation,4.wav,"vorsicht, dieser fahrer hat eine schlechte Reputation","vorsicht, dieser fahrer hat eine schlechte Reputation","take care, this driver's got a bad rep"
\voice\timings\opponent_ahead_has_bad_reputation,4_male.wav,"vorsicht, dieser typ hat eine schlechte Reputation","vorsicht, dieser typ hat eine schlechte Reputation","take care, this guy's got a bad reputation"
\voice\timings\opponent_ahead_has_bad_reputation,5.wav,"Dieser Fahrer hat ein schlechtes Image, passe auf, wenn du an ihm vorbeifährst","Dieser Fahrer hat ein schlechtes Image, passe auf, wenn du an ihm vorbeifährst","this driver's got a bad reputation, watch yourself when you pass"
