audio_filename,original_text,text_for_tts
\voice\push_now\pits_exit_clear:18.wav,"your exit is clear, watch the white line",
\voice\push_now\pits_exit_clear:19.wav,"pit exit's clear, stay behind the white line",
\voice\push_now\pits_exit_clear:2.wav,"all clear, push now",
\voice\push_now\pits_exit_clear:20.wav,"your exit's clear, don't cross the white line",
\voice\push_now\pits_exit_clear:21.wav,"your exit's clear, don't cross the white line",
\voice\push_now\pits_exit_clear:22.wav,"your exit's clear, don't cross the white line",
\voice\push_now\pits_exit_clear:23.wav,"your exit's clear, don't cross the white line",
\voice\push_now\pits_exit_clear:24.wav,"your exit's clear, don't cross the white line",
\voice\push_now\pits_exit_clear:3.wav,"exit's clear, push",
\voice\push_now\pits_exit_clear:4.wav,pit exit's clear,
\voice\push_now\pits_exit_clear:5.wav,pit exit's clear,
\voice\push_now\pits_exit_clear:6.wav,the pit exit's clear,
\voice\push_now\pits_exit_clear:7.wav,all clear on pit exit,
\voice\push_now\pits_exit_clear:8.wav,the pit exit looks clear,
\voice\push_now\pits_exit_clear:9.wav,looks like you're clear on the pit exit,
\voice\push_now\pits_exit_traffic_behind:1.wav,"there's a car behind, take care rejoining",
\voice\push_now\pits_exit_traffic_behind:11.wav,"there's a car approaching, stay behind the white line",
\voice\push_now\pits_exit_traffic_behind:12.wav,"there's a car approaching, watch your mirrors, stay behind the white line",
\voice\push_now\pits_exit_traffic_behind:13.wav,"there's a car approaching, don't cross the white line",
\voice\push_now\pits_exit_traffic_behind:14.wav,"there's a car approaching, don't cross the white line, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:15.wav,"there's traffic behind, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:16.wav,"there's traffic behind, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:17.wav,"there's traffic behind, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:18.wav,"there's traffic behind, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:19.wav,"there's traffic behind, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:2.wav,"there's traffic behind, keep your wits about you",
\voice\push_now\pits_exit_traffic_behind:20.wav,"there's traffic behind, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:3.wav,"car approaching, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:4.wav,there's traffic behind,
\voice\push_now\pits_exit_traffic_behind:5.wav,"watch your mirrors, there's a car approaching",
\voice\push_now\pits_exit_traffic_behind:6.wav,"there's traffic approaching, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:7.wav,"there's traffic behind, watch your mirrors",
\voice\push_now\pits_exit_traffic_behind:8.wav,"take care, there's a car approaching",
\voice\push_now\pits_exit_traffic_behind:9.wav,"there's traffic behind, take care",
\voice\push_now\push_to_get_second:1_prefix_come_on.wav,"push now, we might get second place",
\voice\push_now\push_to_get_second:2_prefix_come_on.wav,"push, push, push, we could be second here",
\voice\push_now\push_to_get_second:3_prefix_ok.wav,"push, we can get second place here",
\voice\push_now\push_to_get_third:1_prefix_come_on.wav,"there's a chance of a podium here, push, push, push",
\voice\push_now\push_to_get_third:2_prefix_come_on.wav,"push harder, we can get a podium here",
\voice\push_now\push_to_get_third:3_prefix_ok.wav,"push, we might get third here",
\voice\push_now\push_to_get_win:1_prefix_come_on.wav,"push, push, push, we're in with a chance of winning this",
\voice\push_now\push_to_get_win:2_prefix_ok.wav,"push now, we might win this",
\voice\push_now\push_to_get_win:3_prefix_ok.wav,"push, push, push, we can win this",
\voice\push_now\push_to_get_win:sweary_4_suffix_come_on.wav,"push like a bastard, there's a win to be had here",
\voice\push_now\push_to_hold_position:1_prefix_come_on.wav,you need to push if we're gonna hold this position,
\voice\push_now\push_to_hold_position:2_suffix_come_on.wav,"push, push, push, or we'll lose this place",
\voice\push_now\push_to_hold_position:3_prefix_ok_male.wav,"push now, the guy behind is catching",
\voice\push_now\push_to_improve:1_op_prefix_come_on.wav,"push push push, we can catch this car",
\voice\push_now\push_to_improve:1_op_prefix_come_on_male.wav,"push, push, push, we can get this guy",
\voice\push_now\push_to_improve:2_op_prefix_ok.wav,"push now, we can catch up here",
\voice\push_now\push_to_improve:2_op_prefix_ok_male.wav,"push now, we can catch this guy",
\voice\push_now\push_to_improve:3_op_suffix_come_on.wav,"push push push, we can get this position",
\voice\push_now\push_to_improve:3_op_suffix_come_on_male.wav,"push, we can get this guy",
\voice\push_now\we_have:1_op_prefix_ok.wav,we've got,
\voice\push_now\we_have:2.wav,we have,
\voice\push_now\we_have:3_op_prefix_ok.wav,we've got,
\voice\push_now\we_have:4.wav,we've got,
\voice\race_time\fifteen_minutes_left:1_op_prefix_ok.wav,"15 minutes left, that's 15 minutes",
\voice\race_time\fifteen_minutes_left:2.wav,"15 minutes remaining, 15 minutes to go",
\voice\race_time\fifteen_minutes_left:3.wav,15 minutes left,
\voice\race_time\five_minutes_left:1_op_prefix_ok.wav,"5 minutes to go, 5 minutes left",
\voice\race_time\five_minutes_left:2.wav,"that's 5 minutes to go, 5 minutes",
\voice\race_time\five_minutes_left:3.wav,"5 minutes remaining, 5 minutes left",
\voice\race_time\five_minutes_left_leading:1_op_prefix_come_on.wav,"just 5 minutes left, hold your nerve, we can win this",
\voice\race_time\five_minutes_left_leading:2.wav,"that's 5 minutes remaining, we can win this",
\voice\race_time\five_minutes_left_leading:3.wav,"that's 5 minutes remaining, P1, come on, bring it home",
\voice\race_time\five_minutes_left_leading:4.wav,"5 minutes remaining, bring it on home, you're the man",
\voice\race_time\five_minutes_left_leading:sweary_5.wav,"5 minutes left, come on, keep your shit together, we can win this",
\voice\race_time\five_minutes_left_podium:1_op_suffix_come_on.wav,"that's 5 minutes to go, come on, keep it together, we'll be on the podium here",
\voice\race_time\five_minutes_left_podium:2.wav,"5 minutes to go, you're looking good for a podium",
\voice\race_time\five_minutes_left_podium:3.wav,"5 minutes to go, this is good, we'll be on the podium if we can keep it together",
\voice\race_time\half_way:1.wav,you're half-way home,
\voice\race_time\half_way:2.wav,that's half-way,
\voice\race_time\half_way:3.wav,that's half-distance,
\voice\race_time\half_way:op_prefix_ok_4.wav,we're half-way home,
\voice\race_time\half_way:op_prefix_ok_5.wav,we're at the half-way point,
\voice\race_time\half_way:op_prefix_ok_6.wav,we're half-way through,
\voice\race_time\half_way:op_prefix_ok_7.wav,we're half-way home,
\voice\race_time\half_way:op_prefix_ok_8.wav,half-distance,
\voice\race_time\half_way:op_prefix_ok_9.wav,that's half-distance,
\voice\race_time\laps_remaining:1.wav,laps left,
\voice\race_time\laps_remaining:2.wav,laps to go,
\voice\race_time\laps_remaining:3.wav,laps remaining,
\voice\race_time\last_lap:1.wav,1 more lap to go,
\voice\race_time\last_lap:3.wav,1 more lap to go,
\voice\race_time\last_lap:4.wav,last lap,
\voice\race_time\last_lap_leading:1.wav,"1 more lap for the win, come on",
\voice\race_time\last_lap_leading:2.wav,"1 more lap to go, stay focused",
\voice\race_time\last_lap_leading:3.wav,"1 more lap, you're P1",
\voice\race_time\last_lap_leading:4.wav,"1 more lap, keep it together, we'll win this",
\voice\race_time\last_lap_top_three:1.wav,"last lap, looking good for a podium",
\voice\race_time\last_lap_top_three:2.wav,"last lap, bring it on home",
\voice\race_time\last_lap_top_three:3.wav,"1 more to go, keep it together, we'll be on the podium",
\voice\race_time\less_than_one_minute:1.wav,less than a minute,
\voice\race_time\less_than_one_minute:2.wav,less than 1 minute,
\voice\race_time\less_than_one_minute:3.wav,less than a minute,
\voice\race_time\one_minute_remaining:1.wav,1 minute remaining,
\voice\race_time\one_minute_remaining:2.wav,"1 minute left, 1 minute",
\voice\race_time\one_minute_remaining:3.wav,1 minute left,
\voice\race_time\one_more_lap_after_this_one:1.wav,1 more lap after this one,
\voice\race_time\one_more_lap_after_this_one:2.wav,1 more to go after this,
\voice\race_time\one_more_lap_after_this_one:3.wav,1 more remaining after this one,
\voice\race_time\remaining:1.wav,remaining,
\voice\race_time\remaining:2.wav,remaining,
\voice\race_time\remaining:3.wav,to go,
\voice\race_time\ten_minutes_left:1_op_prefix_ok.wav,"10 minutes to go, that's 10 minutes left",
\voice\race_time\ten_minutes_left:2.wav,"10 minutes remaining, 10 minutes",
\voice\race_time\ten_minutes_left:3.wav,"you got 10 minutes left, 10 minutes to go",
\voice\race_time\this_is_the_last_lap:1.wav,this is your last lap,
\voice\race_time\this_is_the_last_lap:2.wav,this is the last lap,
\voice\race_time\this_is_the_last_lap:3.wav,this is your last lap,
\voice\race_time\twenty_minutes_left:1.wav,"that's 20 minutes to go, 20 minutes",
\voice\race_time\twenty_minutes_left:2.wav,"20 minutes remaining, you got 20 minutes left",
\voice\race_time\twenty_minutes_left:3.wav,that's 20 minutes to go,
\voice\race_time\two_minutes_left:1.wav,"2 minutes to go, 2 minutes",
\voice\race_time\two_minutes_left:2.wav,"just 2 minutes left, 2 minutes to go",
\voice\race_time\two_minutes_left:3.wav,"that's 2 minutes left, 2 minutes",
\voice\race_time\zero_minutes_left:1.wav,checkered flag's out,
\voice\race_time\zero_minutes_left:2.wav,checkered flag,
\voice\race_time\zero_minutes_left:3.wav,checkered flag's out,
\voice\radio_check\test:1.wav,radio check,
\voice\radio_check\test:2.wav,radio check,
\voice\rants\general:10.wav,"this really isn't good for morale, we've been busting our asses here, we might as well not have bothered. Look, we need to sit down, and talk properly when you get back to the pits",
\voice\rants\general:11.wav,"it's been one of them weekends. We need to just pack everything up, get away from here, start out fresh next time, work out what went wrong. We've gotta get better",
\voice\rants\general:12.wav,"right, we're out of here. You can pack all this shit up yourself, we've all had enough, mate",
\voice\rants\general:13.wav,"honestly mate, this is the last weekend we're gonna watch you drive like that. If it doesn't improve, I will buy my own fucking race car",
\voice\rants\general:14_male.wav,"you've been a shambles all day, man, total shit show. We're all sat here wondering why we bothered",
\voice\rants\general:15_male.wav,"all weekend, just useless, useless. Fucking tired of seeing this, man, we're all tired of seeing it. It's like, it's like just wasting our time",
\voice\rants\general:16_male.wav,"fucking nightmare weekend, man, nightmare. We'll clear up and clear out, then we'll try and work out what the hell's just happened",
\voice\rants\general:17.wav,Dick,
\voice\rants\general:18.wav,fucking useless,
\voice\rants\general:19.wav,I've shat better drives than that,
\voice\rants\general:1_male.wav,"we were up all night prepping this fucking car, and this is the best you can do? We're not pissing our weekends away to watch you fuck it all up, get your head out of your ass, man",
\voice\rants\general:2.wav,"we're all working our asses off here, you got to start delivering. The car's quick and it's solid, and you've got to get your shit together",
\voice\rants\general:20.wav,"stay away from the crew, they're ready to pull your arms off",
\voice\rants\general:21.wav,I don't wanna work with you anymore. Fuck off,
\voice\rants\general:22.wav,"You're just hopeless, just absolutely fucking hopeless",
\voice\rants\general:23.wav,"Right, bring it back. If you think can get back to the pits without fucking that up",
\voice\rants\general:24.wav,"Honestly, I've seen better performances fall out of my arse",
\voice\rants\general:25.wav,Absolutely bloody terrible,
\voice\rants\general:26.wav,The fuck was all that? You're just fucking shit,
\voice\rants\general:27.wav,That was... shit,
\voice\rants\general:28.wav,You fucking berk,
\voice\rants\general:29.wav,I've shat better performances than that,
\voice\rants\general:3.wav,"great, well, there we are, another weekend down the toilet. You might be content to throw your money away, just making up the numbers, but we've got a strong car and a competitive crew here, and we want some results for our hard work",
\voice\rants\general:30.wav,"I think that's the worst you've ever driven, I hope you're proud of yourself",
\voice\rants\general:4_male.wav,"well that went well, we're all properly thrilled that you stayed up half the night getting hammered while we worked on the car, just so we could watch you screw it all up in a hungover haze, well done, man",
\voice\rants\general:5.wav,"right this, this isn't good enough, not by a long shot. I'm starting to wonder why we're bothering here. There's guys finishing way ahead of us who've got half the budget and cars that barely work. You're the weak link.",
\voice\rants\general:6.wav,"this is embarrassing. You've got one job to do, one job. Fumbling around at the back might be a laugh for you, but we are absolutely sick of it. We've got better things we could be doing with our weekends",
\voice\rants\general:7.wav,"fucking useless, just fucking useless. Good car, good team, shit driver. Stop playing racing car and actually make a fucking effort",
\voice\rants\general:8_male.wav,"stay away from the crew when you get back to the pits. They're all really fucking pissed off. I am, too. I mean, it was shit man, really shit, waste of a weekend",
\voice\rants\general:9.wav,"what, what the fuck just happened? How'd you manage to fuck it up so badly",
\voice\spotter\car_inside:1.wav,car low,
\voice\spotter\car_inside:2.wav,car low,
\voice\spotter\car_inside:3.wav,car low,
\voice\spotter\car_inside:4.wav,inside,
\voice\spotter\car_inside:5.wav,car inside,
\voice\spotter\car_inside:6.wav,inside,
\voice\spotter\car_inside:7.wav,car down low,
\voice\spotter\car_inside:8.wav,got a car low,
\voice\spotter\car_inside:9.wav,car inside,
\voice\spotter\car_left:1.wav,car left,
\voice\spotter\car_left:2.wav,car left,
\voice\spotter\car_left:3.wav,car left,
\voice\spotter\car_left:4.wav,car left,
\voice\spotter\car_left:5.wav,left side,
\voice\spotter\car_left:6.wav,left side,
\voice\spotter\car_left:7.wav,on your left,
\voice\spotter\car_left:8.wav,left side,
\voice\spotter\car_outside:1.wav,car high,
\voice\spotter\car_outside:2.wav,got a car outside,
\voice\spotter\car_outside:3.wav,car outside,
\voice\spotter\car_outside:4.wav,outside,
\voice\spotter\car_outside:5.wav,car outside,
\voice\spotter\car_outside:6.wav,got a car high,
\voice\spotter\car_outside:7.wav,car high,
\voice\spotter\car_right:1.wav,car right,
\voice\spotter\car_right:2.wav,car right,
\voice\spotter\car_right:3.wav,car right,
\voice\spotter\car_right:4.wav,car right,
\voice\spotter\car_right:5.wav,on your right,
\voice\spotter\car_right:6.wav,right side,
\voice\spotter\car_right:7.wav,car right,
\voice\spotter\car_right:8.wav,on your right,
\voice\spotter\clear:1.wav,clear,
\voice\spotter\clear:10.wav,"okay, all clear",
\voice\spotter\clear:11.wav,all clear,
\voice\spotter\clear:2.wav,you're clear,
\voice\spotter\clear:3.wav,clear,
\voice\spotter\clear:4.wav,all clear,
\voice\spotter\clear:5.wav,clear,
\voice\spotter\clear:6.wav,clear,
\voice\spotter\clear:7.wav,"okay, you're clear",
\voice\spotter\clear:8.wav,you're clear,
\voice\spotter\clear:9.wav,clear,
\voice\spotter\clear_all_round:1.wav,clear all around,
\voice\spotter\clear_all_round:2.wav,clear all around,
\voice\spotter\clear_all_round:3.wav,clear all around,
\voice\spotter\clear_inside:1.wav,clear inside,
\voice\spotter\clear_inside:2.wav,clear inside,
\voice\spotter\clear_inside:3.wav,inside's clear,
\voice\spotter\clear_inside:4.wav,clear low,
\voice\spotter\clear_inside:5.wav,clear low,
\voice\spotter\clear_inside:6.wav,clear low,
\voice\spotter\clear_inside:7.wav,clear inside,
\voice\spotter\clear_left:1.wav,clear left,
\voice\spotter\clear_left:2.wav,clear left,
\voice\spotter\clear_left:3.wav,clear left,
\voice\spotter\clear_left:4.wav,clear left,
\voice\spotter\clear_left:5.wav,clear left,
\voice\spotter\clear_outside:1.wav,clear high,
\voice\spotter\clear_outside:2.wav,clear high,
\voice\spotter\clear_outside:3.wav,you're clear high,
\voice\spotter\clear_outside:4.wav,clear outside,
\voice\spotter\clear_outside:5.wav,clear outside,
\voice\spotter\clear_outside:6.wav,you're clear outside,
\voice\spotter\clear_outside:7.wav,clear high,
\voice\spotter\clear_right:1.wav,clear right,
\voice\spotter\clear_right:2.wav,clear right,
\voice\spotter\clear_right:3.wav,right side's clear,
\voice\spotter\clear_right:4.wav,clear right,
\voice\spotter\clear_right:5.wav,clear right,
\voice\spotter\clear_right:6.wav,right side's clear,
\voice\spotter\hold_your_line:1.wav,hold your line,
\voice\spotter\hold_your_line:10.wav,hold your line,
\voice\spotter\hold_your_line:11.wav,hold your line,
\voice\spotter\hold_your_line:2.wav,hold your line,
\voice\spotter\hold_your_line:3.wav,hold your line,
\voice\spotter\hold_your_line:4.wav,hold your line,
\voice\spotter\hold_your_line:5.wav,hold your line,
\voice\spotter\hold_your_line:6.wav,hold your line,
\voice\spotter\hold_your_line:7.wav,hold your line,
\voice\spotter\hold_your_line:8.wav,hold your line,
\voice\spotter\hold_your_line:9.wav,hold your line,
\voice\spotter\in_the_middle:1.wav,"you're in the middle, 3 wide",
\voice\spotter\in_the_middle:2.wav,you're in the middle,
\voice\spotter\in_the_middle:3.wav,you're in the middle,
\voice\spotter\in_the_middle:4.wav,"you're in the middle, 3 wide",
\voice\spotter\in_the_middle:5.wav,"3 wide, you're in the middle",
\voice\spotter\still_there:1.wav,still there,
\voice\spotter\still_there:10.wav,he's still there,
\voice\spotter\still_there:11.wav,still there,
\voice\spotter\still_there:12.wav,hold your line,
\voice\spotter\still_there:2.wav,still there,
\voice\spotter\still_there:3.wav,still there,
\voice\spotter\still_there:4.wav,still there,
\voice\spotter\still_there:5.wav,he's still there,
\voice\spotter\still_there:6.wav,hold your line,
\voice\spotter\still_there:7.wav,still there,
\voice\spotter\still_there:8.wav,he's still there,
\voice\spotter\still_there:9.wav,hold your line,
\voice\spotter\three_wide_on_inside:1.wav,"we're 3 wide, you're down low",
\voice\spotter\three_wide_on_inside:2.wav,"you're on the inside, 3 wide",
\voice\spotter\three_wide_on_inside:3.wav,"we're going 3 wide, you're on the inside",
\voice\spotter\three_wide_on_inside:4.wav,"you're on the inside, 3 wide",
\voice\spotter\three_wide_on_inside:5.wav,"3 wide, you're on the bottom",
\voice\spotter\three_wide_on_inside:6.wav,"3 wide, you're down low",
\voice\spotter\three_wide_on_inside:7.wav,"3 wide, you're inside",
\voice\spotter\three_wide_on_inside:8.wav,"you're inside, 3 wide",
\voice\spotter\three_wide_on_inside:9.wav,"you're down low, 3 wide",
\voice\spotter\three_wide_on_left:1.wav,"you're on the left, 3 wide",
\voice\spotter\three_wide_on_left:2.wav,"3 wide, you're on the left",
\voice\spotter\three_wide_on_left:3.wav,"you're on the left, 3 wide",
\voice\spotter\three_wide_on_outside:1.wav,"3 wide, you're up top",
\voice\spotter\three_wide_on_outside:10.wav,"we're going 3 wide, you're on the outside",
\voice\spotter\three_wide_on_outside:2.wav,"we're up high, 3 wide",
\voice\spotter\three_wide_on_outside:3.wav,"3 wide, you're on the outside",
\voice\spotter\three_wide_on_outside:4.wav,"you're on the outside, 3 wide",
\voice\spotter\three_wide_on_outside:5.wav,"you're going 3 wide, you're up top",
\voice\spotter\three_wide_on_outside:6.wav,"3 wide, you're up high",
\voice\spotter\three_wide_on_outside:7.wav,"3 wide, you're on the outside",
\voice\spotter\three_wide_on_outside:8.wav,"you're on the outside, 3 wide",
\voice\spotter\three_wide_on_outside:9.wav,"you're up high, 3 wide",
\voice\spotter\three_wide_on_right:4.wav,"3 wide, you're on the right",
\voice\spotter\three_wide_on_right:5.wav,"you're on the right, 3 wide",
\voice\spotter\three_wide_on_right:6.wav,"3 wide, you're on the right",
\voice\strategy\a_few_seconds_ahead_of:1.wav,a few seconds ahead of,
\voice\strategy\a_few_seconds_ahead_of:2.wav,a few seconds in front of,
\voice\strategy\a_few_seconds_ahead_of:3.wav,a few seconds ahead of,
\voice\strategy\a_few_seconds_ahead_of:4.wav,a few seconds in front of,
\voice\strategy\a_few_seconds_ahead_of:5.wav,a few seconds in front of,
\voice\strategy\a_few_seconds_behind:1.wav,a few seconds behind,
\voice\strategy\a_few_seconds_behind:2.wav,a few seconds behind,
\voice\strategy\a_few_seconds_behind:3.wav,a few seconds behind,
\voice\strategy\a_few_seconds_behind:4.wav,a few seconds behind,
\voice\strategy\a_few_seconds_behind:5.wav,a few seconds behind,
\voice\strategy\a_pitstop_costs_us_about:1_op_prefix_ok.wav,looks like a pit stop costs us about,
\voice\strategy\a_pitstop_costs_us_about:2.wav,it looks like pitting will lose us about,
\voice\strategy\a_pitstop_costs_us_about:3_op_prefix_ok.wav,a pit stop will cost us,
\voice\strategy\a_pitstop_costs_us_about:4.wav,we think a pit stop costs us,
\voice\strategy\a_pitstop_costs_us_about:5.wav,we think a pit stop costs about,
\voice\strategy\a_pitstop_costs_us_about:6_op_prefix_ok.wav,a pit stop will lose us about,
\voice\strategy\acknowledge_time_pitstop:1.wav,"okay, we'll time this stop",
\voice\strategy\acknowledge_time_pitstop:1_op_suffix_please.wav,"this'll be our benchmark pit stop, race pace on the in-lap and the out-lap",
\voice\strategy\acknowledge_time_pitstop:2.wav,"okay, we'll use this stop as a benchmark",
\voice\strategy\acknowledge_time_pitstop:2_op_prefix_ok.wav,"this is our benchmark stop, we'll be timing the in-lap and the out-lap, race pace",
\voice\strategy\acknowledge_time_pitstop:3.wav,"okay, this is our benchmark stop, race pace until sector 2",
\voice\strategy\acknowledge_time_pitstop:3_op_prefix_ok.wav,"we need race pace on the in-lap and the out-lap, this'll be our benchmark",
\voice\strategy\acknowledge_time_pitstop:4.wav,"okay, race pace on the outlap until sector 2, this'll be our benchmark stop",
\voice\strategy\acknowledge_time_pitstop:5.wav,"understood, we'll time this stop, use it as a benchmark",
\voice\strategy\acknowledge_time_pitstop:5_op_suffix_please.wav,"this is our benchmark pit stop, we need race pace on the in-lap and the out-lap",
\voice\strategy\acknowledge_time_pitstop:6.wav,"acknowledged, we'll time this stop, race pace on the in-lap and out-lap until sector 2, please",
\voice\strategy\ahead_of:1.wav,ahead of,
\voice\strategy\ahead_of:2.wav,in front of,
\voice\strategy\ahead_of:3.wav,ahead of,
\voice\strategy\ahead_of:4.wav,in front of,
\voice\strategy\ahead_of:5.wav,ahead of,
\voice\strategy\ahead_of:6.wav,in front of,
\voice\strategy\and:1.wav,and,
\voice\strategy\and:2.wav,and,
\voice\strategy\and:3.wav,and,
\voice\strategy\and:4.wav,and,
\voice\strategy\and:5.wav,and,
\voice\strategy\and:6.wav,and,
\voice\strategy\and:7.wav,and,
\voice\strategy\behind:1.wav,behind,
\voice\strategy\behind:2.wav,behind,
\voice\strategy\behind:3.wav,behind,
\voice\strategy\behind:4.wav,behind,
\voice\strategy\between:1.wav,in between,
\voice\strategy\between:2.wav,between,
\voice\strategy\between:3.wav,in between,
\voice\strategy\between:4.wav,between,
\voice\strategy\between:5.wav,between,
\voice\strategy\between:6.wav,in between,
\voice\strategy\between:7.wav,between,
\voice\strategy\close_between:1.wav,really close to,
\voice\strategy\close_between:2.wav,right with,
\voice\strategy\close_between:3.wav,really close to,
\voice\strategy\close_between:4.wav,close between,
\voice\strategy\close_between:5.wav,really close between,
\voice\strategy\close_between:6.wav,right with,
\voice\strategy\expect_clear_track_on_pit_exit:1.wav,expect a clear track on exit,
\voice\strategy\expect_clear_track_on_pit_exit:2_op_prefix_ok.wav,you should be coming out into clear air,
\voice\strategy\expect_clear_track_on_pit_exit:3_op_prefix_ok.wav,you should have plenty of space on the exit,
\voice\strategy\expect_clear_track_on_pit_exit:4_op_prefix_ok.wav,we expect there'll be no traffic on exit,
\voice\strategy\expect_clear_track_on_pit_exit:5.wav,we expect you'll be coming out of the pits into clear air,
\voice\strategy\expect_clear_track_on_pit_exit:6.wav,we think you'll be exiting the pits into clear air,
\voice\strategy\expect_clear_track_on_pit_exit:7.wav,we don't expect any traffic on the pit exit,
\voice\strategy\expect_traffic_on_pit_exit:1_op_prefix_ok.wav,expect traffic when you exit the pits,
\voice\strategy\expect_traffic_on_pit_exit:2.wav,there'll be traffic on the exit,
\voice\strategy\expect_traffic_on_pit_exit:3_op_prefix_ok.wav,you'll be coming out into traffic,
\voice\strategy\expect_traffic_on_pit_exit:4.wav,there'll be traffic when you exit the pits,
\voice\strategy\expect_traffic_on_pit_exit:5.wav,there'll be traffic on the exit,
\voice\strategy\expect_traffic_on_pit_exit:6.wav,there'll be traffic when you exit the pits,
\voice\strategy\expect_traffic_on_pit_exit:7_op_prefix_ok.wav,expect traffic on exit,
\voice\strategy\expect_traffic_on_pit_exit:8_op_prefix_ok.wav,expect traffic when you come out,
\voice\strategy\he_will_come_out_just_behind:1.wav,we think he'll come out just behind you,
\voice\strategy\he_will_come_out_just_behind:2.wav,we think he'll come out just behind you,
\voice\strategy\he_will_come_out_just_behind:3.wav,we think he'll come out a little way behind you,
\voice\strategy\he_will_come_out_just_behind:4.wav,it looks like he'll come out just behind you,
\voice\strategy\he_will_come_out_just_behind:5.wav,he should come out a little way behind you,
\voice\strategy\he_will_come_out_just_behind:6.wav,expect him to come out a bit behind you,
\voice\strategy\he_will_come_out_just_behind:7.wav,he should be a little bit behind when he comes out,
\voice\strategy\he_will_come_out_just_in_front:1.wav,we think he'll come out just in front of you,
\voice\strategy\he_will_come_out_just_in_front:2.wav,we think he'll come out just in front,
\voice\strategy\he_will_come_out_just_in_front:3.wav,looks like he'll come out just in front of you,
\voice\strategy\he_will_come_out_just_in_front:4.wav,he should come out just in front of you,
\voice\strategy\he_will_come_out_just_in_front:5.wav,he should come out close in front of you,
\voice\strategy\he_will_come_out_just_in_front:6.wav,we think he'll come out close in front,
\voice\strategy\he_will_come_out_just_in_front:7.wav,we think he'll be close in front of you when he exits,
\voice\strategy\is_pitting_from_position:1.wav,is pitting from P,
\voice\strategy\is_pitting_from_position:2.wav,is pitting from position,
\voice\strategy\is_pitting_from_position:3.wav,"is entering the pits, he's in P",
\voice\strategy\is_pitting_from_position:4.wav,is pitting from position,
\voice\strategy\is_pitting_from_position:5.wav,is pitting from P,
\voice\strategy\just_ahead_of:1.wav,just in front of,
\voice\strategy\just_ahead_of:2.wav,just ahead of,
\voice\strategy\just_ahead_of:3.wav,right ahead of,
\voice\strategy\just_ahead_of:4.wav,just in front of,
\voice\strategy\just_ahead_of:5.wav,just ahead of,
\voice\strategy\just_ahead_of:6.wav,right in front of,
\voice\strategy\just_ahead_of:7.wav,right ahead of,
\voice\strategy\just_behind:1.wav,just behind,
\voice\strategy\just_behind:2.wav,right behind,
\voice\strategy\just_behind:3.wav,immediately behind,
\voice\strategy\just_behind:4.wav,just behind,
\voice\strategy\just_behind:5.wav,right behind,
\voice\strategy\just_behind:6.wav,right behind,
\voice\strategy\just_behind:7.wav,just behind,
\voice\strategy\just_behind:8.wav,immediately behind,
\voice\strategy\set_benchmark_laptime_first:1.wav,we need to set a decent lap first,
\voice\strategy\set_benchmark_laptime_first:2.wav,we need to set a benchmark lap time first,
\voice\strategy\set_benchmark_laptime_first:3.wav,we need to set some laptimes first,
\voice\strategy\we_are_sharing_our_pit_box_with:1.wav,we are sharing our pit box with,
\voice\strategy\we_are_sharing_our_pit_box_with:2.wav,we are sharing our pit box with,
\voice\strategy\we_are_sharing_our_pit_box_with:3.wav,we are sharing our pit box with,
\voice\strategy\we_are_sharing_our_pit_box_with:4.wav,we are sharing our pit box with,
\voice\strategy\we_are_sharing_our_pit_box_with:5.wav,we are sharing our pit box with,
\voice\strategy\we_are_sharing_our_pit_box_with:6.wav,we are sharing our pit box with,
\voice\strategy\we_should_emerge_in_position:1.wav,we should come out into position,
\voice\strategy\we_should_emerge_in_position:2.wav,when we exit the pits we'll be in P,
\voice\strategy\we_should_emerge_in_position:3.wav,when we leave the pits we think we'll be in P,
\voice\strategy\we_should_emerge_in_position:4.wav,when we exit the pits we should be in P,
\voice\strategy\we_should_emerge_in_position:5.wav,when we exit the pits we should be in position,
\voice\strategy\we_should_emerge_in_position:6.wav,we expect to exit the pits in position,
\voice\strategy\we_should_emerge_in_position:7.wav,on exit we should be in position,
\voice\strategy\will_calculate_time_loss_from_next_lap:1.wav,we'll calculate your time loss from your next flying lap,
\voice\strategy\will_calculate_time_loss_from_next_lap:2.wav,we'll calculate the time loss based on your next flying lap,
\voice\strategy\will_calculate_time_loss_from_next_lap:3.wav,we'll work out the time loss based on your next flying lap,
\voice\timings\ahead_is_increasing:1.wav,"ahead is increasing, it's now",
\voice\timings\ahead_is_increasing:2.wav,"ahead is increasing, it's now",
\voice\timings\ahead_is_increasing:3.wav,"ahead is increasing, it's now",
\voice\timings\ahead_is_now:1.wav,ahead is now,
\voice\timings\ahead_is_now:2.wav,ahead is now,
\voice\timings\ahead_is_now:3.wav,in front is now,
\voice\timings\behind_is_increasing:1.wav,"behind is increasing, it's now",
